ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_SEC,NUM_BUREAU,NB_PROCURATION,NB_INSCRIT,NB_EMARGEMENT,NB_VOTANT,NB_VOTE_BLANC,NB_VOTE_NUL,NB_EXPRIME,ARTHAUD Nathalie,ROUSSEL Fabien,MACRON Emmanuel,LASSALLE Jean,LE PEN Marine,ZEMMOUR Eric,MELENCHON Jean-Luc,HIDALGO Anne,JADOT Yannick,PECRESSE Valerie,POUTOU Philippe,DUPONT-AIGNAN Nicolas,lat,lon
9-19,Présidentielle,2022,1,2022-04-10,01,36,09,09,19,71.0,1465.0,1200.0,1201,19.0,1.0,1181.0,4,20.0,480.0,12.0,54.0,83.0,287.0,29.0,148.0,48,4.0,12.0,48.8791298981335,2.344855363038907
3-6,Présidentielle,2022,1,2022-04-10,05,11,03,01,6,69.0,1460.0,1190.0,1190,14.0,2.0,1174.0,5,27.0,522.0,18.0,42.0,74.0,266.0,21.0,115.0,70,8.0,6.0,48.86023685582616,2.365317054770871
6-1,Présidentielle,2022,1,2022-04-10,02,22,06,06,1,70.0,1310.0,1057.0,1057,8.0,1.0,1048.0,1,12.0,468.0,14.0,50.0,123.0,192.0,12.0,59.0,101,3.0,13.0,48.85184291421659,2.3347724418693194
15-16,Présidentielle,2022,1,2022-04-10,12,59,15,15,16,87.0,1756.0,1456.0,1456,11.0,9.0,1436.0,1,8.0,632.0,22.0,82.0,176.0,195.0,15.0,93.0,188,4.0,20.0,48.855141772259955,2.2911545318437123
7-22,Présidentielle,2022,1,2022-04-10,02,28,07,07,22,66.0,1322.0,1064.0,1064,12.0,4.0,1048.0,0,6.0,477.0,8.0,68.0,155.0,112.0,11.0,54.0,142,6.0,9.0,48.85806061831014,2.301357385690294
16-50,Présidentielle,2022,1,2022-04-10,14,61,16,16,50,75.0,1704.0,1311.0,1314,9.0,0.0,1305.0,2,10.0,602.0,17.0,98.0,206.0,111.0,11.0,47.0,193,2.0,6.0,48.84415865519798,2.2599382175374374
17-55,Présidentielle,2022,1,2022-04-10,04,65,17,17,55,66.0,1599.0,1304.0,1305,12.0,4.0,1289.0,1,7.0,632.0,17.0,54.0,188.0,123.0,13.0,72.0,173,2.0,7.0,48.88248858536138,2.2940397073013212
10-1,Présidentielle,2022,1,2022-04-10,05,39,10,10,1,76.0,1441.0,1124.0,1124,24.0,6.0,1094.0,1,25.0,357.0,6.0,39.0,47.0,408.0,32.0,114.0,50,8.0,7.0,48.87281742653124,2.358256325318362
6-20,Présidentielle,2022,1,2022-04-10,11,23,06,06,20,62.0,1204.0,980.0,980,1.0,7.0,972.0,0,5.0,467.0,11.0,42.0,117.0,128.0,11.0,61.0,103,4.0,23.0,48.84372865183688,2.3287570388812457
14-25,Présidentielle,2022,1,2022-04-10,11,56,14,14,25,66.0,1550.0,1214.0,1216,11.0,4.0,1201.0,0,24.0,420.0,8.0,59.0,63.0,355.0,30.0,149.0,76,7.0,10.0,48.83078047965764,2.3215717095959736
7-16,Présidentielle,2022,1,2022-04-10,02,28,07,07,16,51.0,1421.0,1185.0,1185,13.0,6.0,1166.0,0,9.0,562.0,17.0,59.0,154.0,140.0,14.0,44.0,154,5.0,8.0,48.85739495161158,2.30835070068978
17-58,Présidentielle,2022,1,2022-04-10,04,65,17,17,58,50.0,1454.0,1128.0,1128,26.0,9.0,1093.0,1,5.0,361.0,22.0,103.0,158.0,252.0,17.0,46.0,112,7.0,9.0,48.88481244604666,2.286260572242964
7-23,Présidentielle,2022,1,2022-04-10,02,28,07,07,23,74.0,1210.0,1002.0,1002,10.0,3.0,989.0,2,7.0,475.0,9.0,71.0,169.0,70.0,6.0,32.0,145,0.0,3.0,48.86123240743774,2.2986216301477898
15-81,Présidentielle,2022,1,2022-04-10,13,60,15,15,81,41.0,1477.0,1181.0,1182,11.0,2.0,1169.0,2,18.0,503.0,12.0,64.0,97.0,232.0,27.0,92.0,107,2.0,13.0,48.84326325186045,2.279593969952727
19-21,Présidentielle,2022,1,2022-04-10,16,75,19,19,21,69.0,1758.0,1228.0,1229,9.0,2.0,1218.0,3,23.0,269.0,5.0,43.0,115.0,599.0,36.0,72.0,31,9.0,13.0,48.8875141175041,2.3926420122494827
15-44,Présidentielle,2022,1,2022-04-10,12,57,15,15,44,54.0,1576.0,1246.0,1246,9.0,9.0,1228.0,4,19.0,461.0,10.0,89.0,100.0,329.0,22.0,87.0,89,6.0,12.0,48.83460502152915,2.3105550294022508
11-19,Présidentielle,2022,1,2022-04-10,07,42,11,11,19,73.0,1517.0,1224.0,1224,13.0,7.0,1204.0,2,26.0,428.0,8.0,38.0,58.0,400.0,34.0,134.0,58,6.0,12.0,48.8599623028594,2.374136595434677
15-94,Présidentielle,2022,1,2022-04-10,13,60,15,15,94,73.0,1529.0,1125.0,1126,13.0,5.0,1108.0,5,19.0,387.0,13.0,107.0,97.0,314.0,17.0,50.0,79,7.0,13.0,48.84621791618217,2.2839458188282085
4-5,Présidentielle,2022,1,2022-04-10,07,15,04,01,5,90.0,1438.0,1193.0,1193,8.0,2.0,1183.0,1,12.0,511.0,7.0,46.0,92.0,247.0,29.0,121.0,100,5.0,12.0,48.85264330212303,2.3626300740639143
20-4,Présidentielle,2022,1,2022-04-10,15,79,20,20,4,61.0,1447.0,1186.0,1186,15.0,3.0,1168.0,3,23.0,305.0,10.0,43.0,56.0,526.0,24.0,127.0,38,8.0,5.0,48.865342857920005,2.40176164799081
19-24,Présidentielle,2022,1,2022-04-10,16,75,19,19,24,32.0,1598.0,1155.0,1154,12.0,3.0,1139.0,7,12.0,281.0,8.0,51.0,161.0,473.0,24.0,56.0,52,9.0,5.0,48.88532872321015,2.3919819102940316
20-7,Présidentielle,2022,1,2022-04-10,15,79,20,20,7,38.0,1314.0,1032.0,1034,11.0,3.0,1020.0,8,28.0,267.0,6.0,48.0,44.0,433.0,28.0,88.0,54,6.0,10.0,48.86891291535857,2.3980305646718967
20-39,Présidentielle,2022,1,2022-04-10,15,80,20,20,39,23.0,1396.0,970.0,969,17.0,8.0,944.0,6,21.0,183.0,7.0,81.0,71.0,493.0,18.0,22.0,25,7.0,10.0,48.85791892985488,2.4078684798031067
12-39,Présidentielle,2022,1,2022-04-10,08,45,12,12,39,41.0,1210.0,936.0,936,12.0,7.0,917.0,3,19.0,314.0,20.0,75.0,72.0,241.0,23.0,79.0,57,8.0,6.0,48.839381129384606,2.4064493553427386
19-16,Présidentielle,2022,1,2022-04-10,16,76,19,19,16,68.0,1719.0,1375.0,1375,11.0,4.0,1360.0,4,37.0,403.0,13.0,37.0,119.0,549.0,45.0,93.0,45,8.0,7.0,48.87823647234297,2.386834059654359
7-24,Présidentielle,2022,1,2022-04-10,02,28,07,07,24,84.0,1148.0,917.0,917,5.0,1.0,911.0,1,1.0,466.0,9.0,36.0,158.0,55.0,3.0,23.0,153,0.0,6.0,48.857498718521256,2.2992911137055927
15-39,Présidentielle,2022,1,2022-04-10,12,58,15,15,39,49.0,1590.0,1149.0,1148,13.0,5.0,1130.0,3,24.0,281.0,16.0,102.0,91.0,454.0,16.0,54.0,74,2.0,13.0,48.83656349326799,2.311568307374557
9-23,Présidentielle,2022,1,2022-04-10,01,36,09,09,23,105.0,1395.0,1147.0,1147,17.0,3.0,1127.0,0,14.0,493.0,11.0,41.0,81.0,252.0,25.0,123.0,66,2.0,19.0,48.879573208093866,2.341706282402339
12-16,Présidentielle,2022,1,2022-04-10,08,46,12,12,16,72.0,1379.0,1127.0,1127,9.0,6.0,1112.0,3,15.0,422.0,14.0,42.0,94.0,287.0,30.0,105.0,85,3.0,12.0,48.84688326297553,2.396443590193682
6-3,Présidentielle,2022,1,2022-04-10,02,22,06,06,3,128.0,1401.0,1087.0,1088,10.0,1.0,1077.0,5,13.0,512.0,18.0,36.0,97.0,186.0,18.0,79.0,97,8.0,8.0,48.84984644468977,2.340054854256405
8-11,Présidentielle,2022,1,2022-04-10,01,31,08,08,11,48.0,1141.0,923.0,923,9.0,1.0,913.0,1,14.0,420.0,10.0,48.0,138.0,110.0,11.0,58.0,96,3.0,4.0,48.873467486247684,2.32391678595585
8-3,Présidentielle,2022,1,2022-04-10,01,32,08,08,3,109.0,1433.0,1217.0,1218,4.0,9.0,1205.0,0,8.0,541.0,18.0,54.0,208.0,109.0,11.0,74.0,174,1.0,7.0,48.880133735289505,2.315953133024688
2-7,Présidentielle,2022,1,2022-04-10,01,08,02,01,7,86.0,1514.0,1192.0,1192,11.0,0.0,1181.0,2,17.0,571.0,10.0,37.0,74.0,267.0,30.0,103.0,60,2.0,8.0,48.86464861311862,2.3493284168571833
16-63,Présidentielle,2022,1,2022-04-10,04,64,16,16,63,69.0,1502.0,1168.0,1167,8.0,5.0,1154.0,2,9.0,541.0,4.0,77.0,238.0,90.0,10.0,40.0,130,1.0,12.0,48.86508131625467,2.288154649335954
9-6,Présidentielle,2022,1,2022-04-10,01,34,09,09,6,83.0,1397.0,1103.0,1103,15.0,0.0,1088.0,3,11.0,516.0,11.0,52.0,88.0,209.0,17.0,95.0,78,3.0,5.0,48.87442428348392,2.335442193939176
10-24,Présidentielle,2022,1,2022-04-10,05,37,10,10,24,71.0,1286.0,1024.0,1024,13.0,2.0,1009.0,3,12.0,310.0,3.0,37.0,59.0,403.0,20.0,105.0,42,4.0,11.0,48.879204763279056,2.361326795315296
10-27,Présidentielle,2022,1,2022-04-10,05,37,10,10,27,53.0,1523.0,1126.0,1126,9.0,5.0,1112.0,3,23.0,280.0,9.0,42.0,44.0,525.0,24.0,104.0,33,10.0,15.0,48.88220629232537,2.3624661561436318
18-58,Présidentielle,2022,1,2022-04-10,17,71,18,18,58,67.0,1719.0,1245.0,1244,17.0,4.0,1223.0,7,16.0,236.0,12.0,58.0,34.0,704.0,29.0,81.0,27,12.0,7.0,48.88583917333273,2.357238408878884
5-7,Présidentielle,2022,1,2022-04-10,02,19,05,05,7,87.0,1579.0,1283.0,1283,14.0,2.0,1267.0,2,20.0,510.0,16.0,51.0,146.0,278.0,24.0,107.0,89,7.0,17.0,48.84364105527316,2.3432711170521836
19-35,Présidentielle,2022,1,2022-04-10,16,75,19,19,35,26.0,1105.0,769.0,769,10.0,3.0,756.0,3,14.0,156.0,8.0,52.0,38.0,394.0,15.0,36.0,21,11.0,8.0,48.879509108799425,2.398604200641368
13-35,Présidentielle,2022,1,2022-04-10,10,51,13,13,35,42.0,1297.0,1023.0,1023,10.0,7.0,1006.0,5,25.0,301.0,16.0,65.0,57.0,361.0,27.0,77.0,48,9.0,15.0,48.823359499259176,2.3601174102986118
4-10,Présidentielle,2022,1,2022-04-10,07,16,04,01,10,57.0,1014.0,808.0,805,8.0,1.0,796.0,1,11.0,344.0,12.0,44.0,84.0,135.0,14.0,66.0,75,1.0,9.0,48.85367311072745,2.3503128562928506
19-18,Présidentielle,2022,1,2022-04-10,16,75,19,19,18,11.0,797.0,557.0,557,6.0,1.0,550.0,4,8.0,112.0,9.0,32.0,35.0,283.0,15.0,22.0,18,6.0,6.0,48.88747410605831,2.397438324654041
11-28,Présidentielle,2022,1,2022-04-10,06,41,11,11,28,110.0,1691.0,1330.0,1330,12.0,2.0,1316.0,4,33.0,457.0,6.0,39.0,39.0,513.0,45.0,132.0,34,8.0,6.0,48.86667478225725,2.374997016865699
12-22,Présidentielle,2022,1,2022-04-10,08,46,12,12,22,49.0,1576.0,1177.0,1177,20.0,10.0,1147.0,2,19.0,317.0,12.0,96.0,84.0,450.0,31.0,75.0,48,3.0,10.0,48.83710612495181,2.395664150792187
17-40,Présidentielle,2022,1,2022-04-10,04,66,17,17,40,65.0,1538.0,1250.0,1249,16.0,4.0,1229.0,2,16.0,440.0,14.0,102.0,230.0,211.0,15.0,57.0,132,1.0,9.0,48.88649522650255,2.295157728473631
6-4,Présidentielle,2022,1,2022-04-10,02,21,06,06,4,62.0,1128.0,877.0,877,9.0,5.0,863.0,0,18.0,378.0,11.0,43.0,101.0,156.0,19.0,64.0,66,2.0,5.0,48.85615720971155,2.3391310891128594
19-23,Présidentielle,2022,1,2022-04-10,16,75,19,19,23,70.0,1638.0,1170.0,1170,8.0,5.0,1157.0,12,21.0,277.0,13.0,77.0,74.0,530.0,31.0,76.0,30,8.0,8.0,48.88422684479989,2.3893301303206766
19-56,Présidentielle,2022,1,2022-04-10,17,73,19,19,56,26.0,1412.0,1005.0,1005,8.0,5.0,992.0,4,14.0,205.0,11.0,59.0,96.0,503.0,14.0,49.0,25,8.0,4.0,48.88729386622091,2.370987327312536
15-79,Présidentielle,2022,1,2022-04-10,13,60,15,15,79,48.0,1298.0,1019.0,1019,14.0,1.0,1004.0,5,9.0,384.0,17.0,67.0,69.0,234.0,20.0,80.0,101,3.0,15.0,48.84113600859954,2.2815004287822473
13-25,Présidentielle,2022,1,2022-04-10,09,50,13,13,25,47.0,1729.0,1233.0,1233,15.0,11.0,1207.0,4,26.0,282.0,9.0,96.0,65.0,569.0,16.0,81.0,38,8.0,13.0,48.82515141117061,2.3764114269826
10-8,Présidentielle,2022,1,2022-04-10,05,39,10,10,8,108.0,1657.0,1296.0,1296,10.0,3.0,1283.0,3,27.0,435.0,7.0,63.0,57.0,443.0,27.0,169.0,31,8.0,13.0,48.87398517208486,2.359867677585378
16-6,Présidentielle,2022,1,2022-04-10,14,62,16,16,6,72.0,1319.0,1063.0,1063,7.0,3.0,1053.0,0,8.0,494.0,15.0,51.0,231.0,48.0,13.0,26.0,160,0.0,7.0,48.85703934467333,2.280851771318432
16-51,Présidentielle,2022,1,2022-04-10,14,63,16,16,51,101.0,1842.0,1449.0,1449,9.0,2.0,1438.0,0,6.0,693.0,15.0,65.0,274.0,151.0,5.0,44.0,177,1.0,7.0,48.86460730370487,2.284217268913463
4-8,Présidentielle,2022,1,2022-04-10,07,15,04,01,8,69.0,1613.0,1267.0,1267,14.0,4.0,1249.0,3,23.0,466.0,27.0,86.0,128.0,302.0,34.0,85.0,82,5.0,8.0,48.849153131422064,2.364236266606491
10-16,Présidentielle,2022,1,2022-04-10,05,40,10,10,16,68.0,1447.0,1110.0,1112,7.0,2.0,1103.0,4,19.0,320.0,11.0,43.0,51.0,468.0,28.0,112.0,38,4.0,5.0,48.877412000815816,2.3691330179130046
15-20,Présidentielle,2022,1,2022-04-10,12,59,15,15,20,78.0,1492.0,1191.0,1191,5.0,3.0,1183.0,0,13.0,544.0,18.0,54.0,130.0,162.0,10.0,71.0,170,1.0,10.0,48.85304229253157,2.2966158342036653
12-49,Présidentielle,2022,1,2022-04-10,08,47,12,12,49,71.0,1604.0,1257.0,1257,14.0,3.0,1240.0,3,26.0,429.0,11.0,70.0,72.0,403.0,40.0,104.0,60,14.0,8.0,48.840207469813606,2.387390909366335
17-39,Présidentielle,2022,1,2022-04-10,04,66,17,17,39,17.0,1445.0,1044.0,1044,12.0,9.0,1023.0,7,21.0,212.0,18.0,127.0,102.0,417.0,15.0,20.0,57,11.0,16.0,48.890062544050565,2.297516661271161
17-1,Présidentielle,2022,1,2022-04-10,03,67,17,17,1,82.0,1463.0,1201.0,1201,11.0,9.0,1181.0,0,14.0,593.0,11.0,46.0,90.0,208.0,29.0,91.0,82,4.0,13.0,48.88466983420408,2.323292875594571
12-61,Présidentielle,2022,1,2022-04-10,08,47,12,12,61,54.0,1489.0,1236.0,1236,22.0,4.0,1210.0,2,31.0,360.0,24.0,99.0,115.0,388.0,33.0,81.0,58,10.0,9.0,48.83695937288879,2.3857283954995747
16-11,Présidentielle,2022,1,2022-04-10,14,62,16,16,11,64.0,1310.0,1067.0,1068,7.0,4.0,1057.0,0,4.0,563.0,4.0,42.0,180.0,54.0,4.0,38.0,160,0.0,8.0,48.8573497500711,2.2737521470837354
16-23,Présidentielle,2022,1,2022-04-10,14,61,16,16,23,63.0,1449.0,1184.0,1185,7.0,7.0,1171.0,1,5.0,561.0,10.0,51.0,203.0,85.0,4.0,21.0,222,3.0,5.0,48.85486072651547,2.263384004154107
18-23,Présidentielle,2022,1,2022-04-10,18,70,18,18,23,74.0,1565.0,1215.0,1213,7.0,3.0,1203.0,4,33.0,429.0,14.0,52.0,64.0,394.0,24.0,125.0,49,5.0,10.0,48.885198216025024,2.3395454428340092
18-5,Présidentielle,2022,1,2022-04-10,18,70,18,18,5,81.0,1279.0,1062.0,1062,15.0,0.0,1047.0,2,18.0,402.0,15.0,52.0,58.0,307.0,16.0,110.0,51,6.0,10.0,48.89045705439512,2.34239660211229
3-4,Présidentielle,2022,1,2022-04-10,05,10,03,01,4,59.0,1431.0,1163.0,1164,5.0,5.0,1154.0,2,16.0,521.0,9.0,44.0,70.0,287.0,26.0,98.0,69,8.0,4.0,48.861990705245496,2.364759068758562
14-3,Présidentielle,2022,1,2022-04-10,11,55,14,14,3,115.0,1545.0,1270.0,1270,11.0,2.0,1257.0,3,27.0,511.0,11.0,38.0,68.0,313.0,45.0,125.0,100,6.0,10.0,48.831495144045775,2.3306906748662093
15-11,Présidentielle,2022,1,2022-04-10,12,59,15,15,11,77.0,1609.0,1245.0,1245,7.0,4.0,1234.0,4,8.0,564.0,16.0,88.0,124.0,191.0,12.0,79.0,130,6.0,12.0,48.84843233865902,2.288708733483631
20-75,Présidentielle,2022,1,2022-04-10,06,77,20,20,75,53.0,1850.0,1294.0,1294,14.0,7.0,1273.0,4,22.0,228.0,10.0,56.0,53.0,778.0,20.0,65.0,19,8.0,10.0,48.87044754317472,2.381984851611029
14-14,Présidentielle,2022,1,2022-04-10,11,56,14,14,14,92.0,1572.0,1301.0,1301,14.0,3.0,1284.0,2,33.0,503.0,21.0,53.0,114.0,312.0,36.0,94.0,99,10.0,7.0,48.838519930684825,2.3203879811799637
14-44,Présidentielle,2022,1,2022-04-10,10,55,14,14,44,52.0,1538.0,1156.0,1156,13.0,3.0,1140.0,7,18.0,285.0,14.0,93.0,87.0,474.0,25.0,57.0,61,5.0,14.0,48.82118732101301,2.327142384882274
18-31,Présidentielle,2022,1,2022-04-10,18,69,18,18,31,90.0,1818.0,1425.0,1425,19.0,1.0,1405.0,2,25.0,509.0,14.0,53.0,72.0,454.0,43.0,145.0,64,13.0,11.0,48.887680330219794,2.3274940984005106
17-20,Présidentielle,2022,1,2022-04-10,03,68,17,17,20,17.0,1367.0,941.0,940,8.0,6.0,926.0,8,21.0,203.0,15.0,103.0,67.0,416.0,16.0,36.0,29,5.0,7.0,48.8976020752151,2.32504755226137
9-11,Présidentielle,2022,1,2022-04-10,01,33,09,09,11,89.0,1483.0,1238.0,1238,13.0,3.0,1222.0,1,24.0,530.0,16.0,43.0,67.0,301.0,20.0,132.0,76,3.0,9.0,48.87935688827148,2.337812170924591
19-4,Présidentielle,2022,1,2022-04-10,16,76,19,19,4,54.0,1325.0,988.0,989,7.0,7.0,975.0,5,28.0,229.0,14.0,52.0,66.0,445.0,15.0,90.0,27,2.0,2.0,48.881739814306336,2.3764785947885785
20-23,Présidentielle,2022,1,2022-04-10,15,78,20,20,23,69.0,1616.0,1276.0,1276,12.0,4.0,1260.0,4,30.0,416.0,13.0,71.0,106.0,418.0,34.0,90.0,51,7.0,20.0,48.87140961574054,2.4034009067758806
20-1,Présidentielle,2022,1,2022-04-10,15,79,20,20,1,61.0,1419.0,1137.0,1137,14.0,4.0,1119.0,6,37.0,301.0,16.0,41.0,55.0,466.0,40.0,111.0,36,5.0,5.0,48.86346390851652,2.4007725185130706
18-13,Présidentielle,2022,1,2022-04-10,18,70,18,18,13,28.0,1231.0,865.0,865,11.0,10.0,844.0,5,12.0,167.0,7.0,54.0,46.0,472.0,12.0,31.0,27,7.0,4.0,48.89925108768749,2.348221887704972
12-64,Présidentielle,2022,1,2022-04-10,08,45,12,12,64,46.0,1287.0,1098.0,1098,12.0,2.0,1084.0,3,20.0,384.0,16.0,66.0,88.0,284.0,24.0,114.0,75,3.0,7.0,48.83749199577141,2.404371533983016
17-49,Présidentielle,2022,1,2022-04-10,04,66,17,17,49,65.0,1395.0,1182.0,1182,11.0,4.0,1167.0,0,7.0,588.0,12.0,57.0,149.0,123.0,8.0,50.0,165,1.0,7.0,48.88631988449243,2.306837732494185
12-9,Présidentielle,2022,1,2022-04-10,08,46,12,12,9,39.0,1446.0,1068.0,1068,15.0,2.0,1051.0,2,21.0,248.0,13.0,86.0,85.0,436.0,21.0,79.0,45,7.0,8.0,48.841819283031846,2.39126656267054
11-31,Présidentielle,2022,1,2022-04-10,06,41,11,11,31,70.0,1917.0,1416.0,1417,27.0,10.0,1380.0,5,22.0,314.0,13.0,62.0,42.0,733.0,29.0,108.0,24,11.0,17.0,48.87050526949638,2.3759189654015604
11-46,Présidentielle,2022,1,2022-04-10,06,44,11,11,46,68.0,1834.0,1389.0,1395,19.0,3.0,1373.0,5,27.0,315.0,15.0,93.0,110.0,610.0,27.0,82.0,68,10.0,11.0,48.85587901796178,2.3931328591737064
15-24,Présidentielle,2022,1,2022-04-10,12,58,15,15,24,88.0,1564.0,1256.0,1256,10.0,5.0,1241.0,2,16.0,555.0,11.0,51.0,165.0,155.0,16.0,62.0,197,3.0,8.0,48.846989707144424,2.3085491144313623
19-1,Présidentielle,2022,1,2022-04-10,16,76,19,19,1,54.0,1553.0,1117.0,1117,10.0,7.0,1100.0,0,14.0,315.0,17.0,51.0,68.0,477.0,24.0,89.0,34,7.0,4.0,48.88173150141201,2.384628663346016
12-10,Présidentielle,2022,1,2022-04-10,08,46,12,12,10,59.0,1536.0,1194.0,1194,13.0,5.0,1176.0,4,34.0,357.0,19.0,63.0,111.0,413.0,27.0,86.0,45,8.0,9.0,48.84466934046416,2.3868623709421506
15-56,Présidentielle,2022,1,2022-04-10,13,57,15,15,56,67.0,1781.0,1425.0,1425,10.0,6.0,1409.0,1,19.0,572.0,13.0,89.0,108.0,312.0,30.0,119.0,117,9.0,20.0,48.83520661375958,2.2984295730661684
10-13,Présidentielle,2022,1,2022-04-10,05,40,10,10,13,61.0,1665.0,1201.0,1202,19.0,4.0,1179.0,4,16.0,268.0,10.0,48.0,38.0,630.0,36.0,92.0,22,8.0,7.0,48.87376910284764,2.3728155713340358
19-63,Présidentielle,2022,1,2022-04-10,17,73,19,19,63,43.0,1449.0,1070.0,1070,11.0,9.0,1050.0,7,17.0,328.0,10.0,60.0,93.0,378.0,27.0,61.0,45,19.0,5.0,48.892513445526106,2.376285868566798
5-5,Présidentielle,2022,1,2022-04-10,02,19,05,05,5,91.0,1661.0,1331.0,1331,13.0,1.0,1317.0,3,26.0,494.0,15.0,48.0,85.0,390.0,38.0,104.0,95,9.0,10.0,48.843348931594015,2.347960931950205
11-55,Présidentielle,2022,1,2022-04-10,06,44,11,11,55,100.0,1723.0,1401.0,1401,10.0,4.0,1387.0,1,24.0,444.0,18.0,56.0,75.0,484.0,50.0,159.0,52,5.0,19.0,48.85220254271854,2.39106950468862
14-49,Présidentielle,2022,1,2022-04-10,10,56,14,14,49,66.0,1622.0,1303.0,1303,15.0,5.0,1283.0,5,18.0,451.0,23.0,71.0,83.0,397.0,33.0,98.0,79,11.0,14.0,48.82860787976412,2.313576092829782
20-58,Présidentielle,2022,1,2022-04-10,06,79,20,20,58,99.0,1697.0,1366.0,1366,24.0,4.0,1338.0,8,34.0,330.0,12.0,57.0,55.0,598.0,48.0,140.0,32,15.0,9.0,48.85914602197675,2.39371005489435
13-62,Présidentielle,2022,1,2022-04-10,09,52,13,13,62,60.0,1646.0,1359.0,1359,17.0,11.0,1331.0,6,36.0,487.0,18.0,74.0,72.0,340.0,45.0,143.0,89,11.0,10.0,48.83112119341611,2.346019783233248
9-25,Présidentielle,2022,1,2022-04-10,18,36,09,09,25,84.0,1641.0,1299.0,1299,21.0,1.0,1277.0,0,16.0,524.0,9.0,45.0,79.0,365.0,22.0,121.0,66,11.0,19.0,48.88069134139538,2.348045241954994
20-49,Présidentielle,2022,1,2022-04-10,15,80,20,20,49,87.0,1938.0,1506.0,1506,14.0,4.0,1488.0,3,25.0,382.0,7.0,60.0,60.0,665.0,38.0,183.0,40,10.0,15.0,48.85290189456923,2.3992615325149775
18-56,Présidentielle,2022,1,2022-04-10,17,71,18,18,56,53.0,1942.0,1266.0,1266,18.0,6.0,1242.0,1,19.0,188.0,9.0,39.0,25.0,844.0,12.0,62.0,24,11.0,8.0,48.88456634610835,2.3518463340542657
18-25,Présidentielle,2022,1,2022-04-10,18,69,18,18,25,84.0,1500.0,1241.0,1241,19.0,4.0,1218.0,1,18.0,541.0,12.0,40.0,94.0,260.0,19.0,141.0,73,8.0,11.0,48.8885778115963,2.3375907406238894
20-20,Présidentielle,2022,1,2022-04-10,15,78,20,20,20,52.0,1657.0,1220.0,1220,6.0,20.0,1194.0,7,24.0,246.0,8.0,75.0,66.0,623.0,26.0,60.0,38,6.0,15.0,48.87493234396444,2.404176635472895
20-66,Présidentielle,2022,1,2022-04-10,06,79,20,20,66,53.0,1216.0,967.0,967,13.0,2.0,952.0,4,24.0,282.0,14.0,54.0,47.0,375.0,20.0,80.0,44,5.0,3.0,48.86791066632933,2.3947456936554823
13-58,Présidentielle,2022,1,2022-04-10,10,51,13,13,58,77.0,1606.0,1293.0,1293,19.0,9.0,1265.0,13,21.0,365.0,17.0,43.0,76.0,458.0,34.0,152.0,60,9.0,17.0,48.82724734036544,2.351298573672892
19-47,Présidentielle,2022,1,2022-04-10,16,74,19,19,47,66.0,1872.0,1404.0,1404,14.0,5.0,1385.0,7,30.0,353.0,14.0,69.0,102.0,588.0,36.0,101.0,62,3.0,20.0,48.889967585925596,2.386332073813049
2-2,Présidentielle,2022,1,2022-04-10,01,06,02,01,2,34.0,1041.0,842.0,842,4.0,3.0,835.0,2,9.0,346.0,10.0,46.0,79.0,210.0,10.0,47.0,65,4.0,7.0,48.86881103149866,2.3382783462658367
7-7,Présidentielle,2022,1,2022-04-10,02,25,07,07,7,78.0,1383.0,1135.0,1136,3.0,1.0,1132.0,0,8.0,585.0,18.0,40.0,157.0,113.0,16.0,55.0,129,5.0,6.0,48.85385320098778,2.3275527773794886
6-17,Présidentielle,2022,1,2022-04-10,11,23,06,06,17,100.0,1521.0,1264.0,1264,9.0,5.0,1250.0,3,21.0,574.0,17.0,59.0,132.0,190.0,24.0,105.0,120,0.0,5.0,48.84577610662066,2.3236289308279883
15-14,Présidentielle,2022,1,2022-04-10,12,59,15,15,14,77.0,1745.0,1377.0,1377,12.0,1.0,1364.0,1,8.0,624.0,14.0,57.0,135.0,263.0,14.0,78.0,157,1.0,12.0,48.85130720507183,2.2868470379907166
17-61,Présidentielle,2022,1,2022-04-10,04,65,17,17,61,91.0,1503.0,1242.0,1242,10.0,3.0,1229.0,2,9.0,568.0,9.0,56.0,191.0,125.0,12.0,57.0,182,7.0,11.0,48.879767291585694,2.288459674603393
14-37,Présidentielle,2022,1,2022-04-10,11,54,14,14,37,46.0,1506.0,1206.0,1207,10.0,4.0,1193.0,5,26.0,412.0,18.0,84.0,72.0,370.0,32.0,84.0,68,10.0,12.0,48.82526076144728,2.334116741803002
17-64,Présidentielle,2022,1,2022-04-10,04,65,17,17,64,86.0,1560.0,1254.0,1254,9.0,2.0,1243.0,1,8.0,570.0,9.0,75.0,179.0,137.0,16.0,65.0,162,2.0,19.0,48.87620068506679,2.2918899901281367
19-52,Présidentielle,2022,1,2022-04-10,17,73,19,19,52,47.0,1623.0,1180.0,1180,7.0,7.0,1166.0,4,23.0,297.0,15.0,60.0,72.0,543.0,29.0,67.0,33,9.0,14.0,48.89151336588166,2.3747614561682537
20-15,Présidentielle,2022,1,2022-04-10,15,78,20,20,15,46.0,1484.0,1150.0,1150,18.0,7.0,1125.0,4,45.0,245.0,12.0,80.0,65.0,512.0,30.0,77.0,41,10.0,4.0,48.87395188154467,2.3967985963217613
