ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_SEC,NUM_BUREAU,NB_PROCURATION,NB_INSCRIT,NB_EMARGEMENT,NB_VOTANT,NB_VOTE_BLANC,NB_VOTE_NUL,NB_EXPRIME,ARTHAUD Nathalie,ROUSSEL Fabien,MACRON Emmanuel,LASSALLE Jean,LE PEN Marine,ZEMMOUR Eric,MELENCHON Jean-Luc,HIDALGO Anne,JADOT Yannick,PECRESSE Valerie,POUTOU Philippe,DUPONT-AIGNAN Nicolas,lat,lon
16-45,Présidentielle,2022,1,2022-04-10,14,61,16,16,45,46.0,1366.0,1045.0,1045,5.0,5.0,1035.0,0,9.0,441.0,16.0,67.0,140.0,158.0,14.0,56.0,112,5.0,17.0,48.83896496786254,2.2601226680171282
15-66,Présidentielle,2022,1,2022-04-10,13,57,15,15,66,94.0,1601.0,1266.0,1266,11.0,2.0,1253.0,2,9.0,489.0,25.0,100.0,131.0,273.0,18.0,81.0,109,2.0,14.0,48.839671292026445,2.2935908247097325
17-18,Présidentielle,2022,1,2022-04-10,03,68,17,17,18,40.0,1571.0,1182.0,1184,16.0,9.0,1159.0,2,14.0,320.0,26.0,93.0,69.0,450.0,33.0,75.0,56,9.0,12.0,48.89678416966071,2.31618954911135
14-12,Présidentielle,2022,1,2022-04-10,11,55,14,14,12,66.0,1589.0,1177.0,1177,16.0,4.0,1157.0,2,27.0,444.0,15.0,59.0,77.0,281.0,33.0,103.0,100,3.0,13.0,48.825550796917156,2.3268130563480574
11-12,Présidentielle,2022,1,2022-04-10,07,43,11,11,12,92.0,1685.0,1392.0,1393,22.0,3.0,1368.0,2,31.0,448.0,9.0,57.0,69.0,489.0,43.0,150.0,56,5.0,9.0,48.85665149022988,2.3755570763557
19-17,Présidentielle,2022,1,2022-04-10,16,76,19,19,17,60.0,1515.0,1176.0,1180,6.0,6.0,1168.0,6,22.0,336.0,11.0,49.0,85.0,468.0,25.0,92.0,47,12.0,15.0,48.8780484663253,2.383438137359042
12-15,Présidentielle,2022,1,2022-04-10,08,46,12,12,15,68.0,1618.0,1273.0,1273,17.0,4.0,1252.0,7,25.0,384.0,13.0,70.0,95.0,442.0,34.0,106.0,60,6.0,10.0,48.847926883306066,2.392095938121077
15-45,Présidentielle,2022,1,2022-04-10,13,57,15,15,45,60.0,1657.0,1332.0,1332,11.0,4.0,1317.0,2,15.0,490.0,13.0,87.0,98.0,349.0,16.0,120.0,95,9.0,23.0,48.832012133354375,2.3072751656793806
18-46,Présidentielle,2022,1,2022-04-10,03,69,18,18,46,53.0,1456.0,1141.0,1143,19.0,4.0,1120.0,4,24.0,367.0,13.0,61.0,39.0,409.0,36.0,86.0,66,5.0,10.0,48.8960885134674,2.3356522009162783
17-13,Présidentielle,2022,1,2022-04-10,03,67,17,17,13,79.0,1671.0,1324.0,1324,11.0,3.0,1310.0,6,13.0,619.0,17.0,54.0,118.0,240.0,25.0,106.0,96,6.0,10.0,48.88594549445175,2.312553040443332
12-30,Présidentielle,2022,1,2022-04-10,08,45,12,12,30,50.0,1426.0,1149.0,1149,15.0,5.0,1129.0,1,20.0,414.0,14.0,63.0,91.0,286.0,37.0,94.0,85,8.0,16.0,48.84686048352913,2.4015211802381273
11-10,Présidentielle,2022,1,2022-04-10,07,43,11,11,10,92.0,1647.0,1319.0,1319,13.0,3.0,1303.0,8,25.0,417.0,15.0,65.0,65.0,491.0,29.0,119.0,52,8.0,9.0,48.85493671108042,2.3776764416554537
13-15,Présidentielle,2022,1,2022-04-10,09,50,13,13,15,38.0,1718.0,1222.0,1222,16.0,8.0,1198.0,5,21.0,390.0,24.0,82.0,79.0,453.0,19.0,56.0,54,3.0,12.0,48.82536627452999,2.3647548270220753
17-26,Présidentielle,2022,1,2022-04-10,03,68,17,17,26,92.0,1642.0,1274.0,1274,13.0,6.0,1255.0,3,25.0,453.0,18.0,66.0,77.0,382.0,39.0,108.0,65,6.0,13.0,48.89325517009073,2.319960316526878
7-15,Présidentielle,2022,1,2022-04-10,02,28,07,07,15,55.0,1444.0,1188.0,1188,6.0,3.0,1179.0,4,15.0,560.0,19.0,74.0,124.0,130.0,17.0,71.0,149,1.0,15.0,48.85511440897325,2.3082472757845123
17-5,Présidentielle,2022,1,2022-04-10,03,67,17,17,5,88.0,1490.0,1235.0,1235,11.0,1.0,1223.0,1,15.0,580.0,12.0,46.0,84.0,222.0,21.0,120.0,113,2.0,7.0,48.88513535145493,2.3188343645443754
20-11,Présidentielle,2022,1,2022-04-10,15,77,20,20,11,62.0,1648.0,1212.0,1221,15.0,9.0,1197.0,4,30.0,212.0,12.0,47.0,47.0,713.0,26.0,64.0,23,10.0,9.0,48.872718782628965,2.3858870090001436
7-9,Présidentielle,2022,1,2022-04-10,12,27,07,07,9,82.0,1261.0,1029.0,1029,10.0,3.0,1016.0,1,11.0,489.0,7.0,53.0,116.0,100.0,9.0,76.0,144,3.0,7.0,48.84809879761869,2.3165201414525898
10-18,Présidentielle,2022,1,2022-04-10,05,40,10,10,18,53.0,1420.0,1012.0,1012,14.0,4.0,994.0,2,16.0,293.0,7.0,45.0,61.0,427.0,24.0,77.0,32,5.0,5.0,48.87644433794961,2.366004982081946
15-82,Présidentielle,2022,1,2022-04-10,13,60,15,15,82,52.0,1426.0,1116.0,1116,16.0,7.0,1093.0,2,26.0,345.0,16.0,72.0,113.0,341.0,20.0,44.0,91,4.0,19.0,48.84463263999574,2.276254805087677
16-36,Présidentielle,2022,1,2022-04-10,14,61,16,16,36,50.0,1503.0,1157.0,1158,5.0,3.0,1150.0,1,17.0,506.0,11.0,109.0,164.0,137.0,13.0,49.0,130,2.0,11.0,48.84998261001542,2.2770927100773157
13-52,Présidentielle,2022,1,2022-04-10,10,51,13,13,52,49.0,1367.0,1126.0,1126,12.0,3.0,1111.0,3,31.0,375.0,16.0,51.0,81.0,358.0,34.0,88.0,58,6.0,10.0,48.82806943681253,2.3460253211280038
18-11,Présidentielle,2022,1,2022-04-10,18,70,18,18,11,75.0,1593.0,1182.0,1186,4.0,5.0,1177.0,2,23.0,337.0,8.0,58.0,44.0,498.0,32.0,124.0,34,7.0,10.0,48.89639126571372,2.3449246155752084
19-26,Présidentielle,2022,1,2022-04-10,16,75,19,19,26,63.0,1455.0,1073.0,1073,16.0,5.0,1052.0,4,25.0,276.0,13.0,47.0,114.0,383.0,36.0,94.0,47,3.0,10.0,48.885106106262704,2.3849789452423553
11-36,Présidentielle,2022,1,2022-04-10,06,42,11,11,36,97.0,1745.0,1404.0,1405,13.0,3.0,1389.0,3,18.0,452.0,8.0,47.0,66.0,534.0,39.0,164.0,39,5.0,14.0,48.861932159421045,2.379897183165236
3-12,Présidentielle,2022,1,2022-04-10,05,09,03,01,12,72.0,1474.0,1121.0,1121,9.0,1.0,1111.0,3,20.0,454.0,13.0,34.0,43.0,332.0,29.0,117.0,54,6.0,6.0,48.86453670912125,2.3567889381421496
15-29,Présidentielle,2022,1,2022-04-10,12,58,15,15,29,79.0,1543.0,1276.0,1273,17.0,6.0,1250.0,3,16.0,549.0,14.0,56.0,150.0,216.0,24.0,86.0,120,5.0,11.0,48.84180920440235,2.305449665767658
19-48,Présidentielle,2022,1,2022-04-10,16,74,19,19,48,88.0,1919.0,1419.0,1419,10.0,7.0,1402.0,5,20.0,297.0,16.0,82.0,81.0,671.0,29.0,132.0,48,12.0,9.0,48.89196049419279,2.3811675379519417
18-53,Présidentielle,2022,1,2022-04-10,17,71,18,18,53,61.0,1473.0,1114.0,1114,9.0,2.0,1103.0,4,24.0,211.0,9.0,52.0,49.0,581.0,25.0,104.0,22,6.0,16.0,48.892758771226504,2.3556813423937464
13-46,Présidentielle,2022,1,2022-04-10,10,51,13,13,46,34.0,1719.0,1306.0,1306,20.0,6.0,1280.0,3,25.0,362.0,32.0,163.0,116.0,396.0,33.0,61.0,55,10.0,24.0,48.81890040371211,2.348020021248207
16-42,Présidentielle,2022,1,2022-04-10,14,61,16,16,42,42.0,1151.0,903.0,906,6.0,3.0,897.0,2,3.0,404.0,10.0,53.0,130.0,78.0,13.0,50.0,142,0.0,12.0,48.84160145490483,2.2602624512678404
19-69,Présidentielle,2022,1,2022-04-10,17,73,19,19,69,38.0,1674.0,1148.0,1148,13.0,5.0,1130.0,3,7.0,204.0,4.0,53.0,69.0,630.0,16.0,101.0,26,11.0,6.0,48.887082893747035,2.3829525071925777
20-2,Présidentielle,2022,1,2022-04-10,15,79,20,20,2,54.0,1159.0,957.0,957,10.0,2.0,945.0,0,32.0,290.0,8.0,54.0,43.0,331.0,30.0,86.0,51,7.0,13.0,48.86086859233703,2.4015791492275826
17-7,Présidentielle,2022,1,2022-04-10,03,67,17,17,7,87.0,1460.0,1200.0,1200,9.0,0.0,1191.0,1,14.0,532.0,11.0,44.0,75.0,246.0,29.0,105.0,119,4.0,11.0,48.883296981699274,2.3224547782852176
18-1,Présidentielle,2022,1,2022-04-10,18,70,18,18,1,102.0,1543.0,1247.0,1246,13.0,3.0,1230.0,2,33.0,423.0,8.0,51.0,68.0,393.0,33.0,138.0,65,6.0,10.0,48.89223690357369,2.343527715776901
17-14,Présidentielle,2022,1,2022-04-10,03,67,17,17,14,96.0,1612.0,1286.0,1289,7.0,0.0,1282.0,6,14.0,603.0,13.0,52.0,127.0,217.0,17.0,91.0,130,5.0,7.0,48.886971264450914,2.3106954633831083
11-20,Présidentielle,2022,1,2022-04-10,07,41,11,11,20,82.0,1678.0,1348.0,1348,11.0,3.0,1334.0,1,31.0,505.0,17.0,45.0,64.0,395.0,48.0,153.0,56,9.0,10.0,48.86364767628312,2.368024490535103
15-91,Présidentielle,2022,1,2022-04-10,13,60,15,15,91,92.0,1564.0,1299.0,1300,5.0,2.0,1293.0,3,18.0,572.0,13.0,79.0,140.0,196.0,16.0,103.0,135,7.0,11.0,48.843535895903244,2.289608623462118
18-22,Présidentielle,2022,1,2022-04-10,18,70,18,18,22,63.0,1437.0,1124.0,1125,11.0,3.0,1111.0,0,20.0,388.0,13.0,39.0,61.0,390.0,18.0,112.0,53,9.0,8.0,48.88406971749656,2.342725259161003
17-24,Présidentielle,2022,1,2022-04-10,03,68,17,17,24,39.0,1170.0,927.0,928,14.0,7.0,907.0,3,13.0,327.0,14.0,51.0,51.0,274.0,25.0,81.0,53,7.0,8.0,48.89454093165927,2.326627069220572
18-16,Présidentielle,2022,1,2022-04-10,18,70,18,18,16,60.0,1664.0,1269.0,1269,15.0,7.0,1247.0,4,25.0,331.0,6.0,61.0,45.0,578.0,32.0,111.0,36,10.0,8.0,48.892722267580616,2.3506268208109358
19-55,Présidentielle,2022,1,2022-04-10,17,73,19,19,55,29.0,1566.0,1031.0,1031,11.0,3.0,1017.0,5,16.0,201.0,13.0,82.0,91.0,528.0,16.0,22.0,21,9.0,13.0,48.88885874201794,2.3733233674284206
17-65,Présidentielle,2022,1,2022-04-10,04,65,17,17,65,76.0,1399.0,1163.0,1163,4.0,9.0,1150.0,0,3.0,599.0,15.0,61.0,153.0,91.0,13.0,57.0,149,3.0,6.0,48.87773146588842,2.290802395214124
18-3,Présidentielle,2022,1,2022-04-10,18,70,18,18,3,85.0,1550.0,1236.0,1236,16.0,3.0,1217.0,6,26.0,471.0,18.0,53.0,117.0,283.0,31.0,105.0,87,7.0,13.0,48.887484596777554,2.341950673098476
5-10,Présidentielle,2022,1,2022-04-10,02,19,05,05,10,75.0,1545.0,1263.0,1263,13.0,2.0,1248.0,7,23.0,518.0,24.0,45.0,79.0,295.0,34.0,109.0,92,10.0,12.0,48.841060671537896,2.3408041645098887
15-7,Présidentielle,2022,1,2022-04-10,12,59,15,15,7,104.0,1603.0,1238.0,1238,12.0,2.0,1224.0,1,4.0,552.0,10.0,66.0,118.0,213.0,23.0,96.0,125,5.0,11.0,48.845768545917565,2.2939409108431503
19-30,Présidentielle,2022,1,2022-04-10,16,75,19,19,30,64.0,1624.0,1292.0,1293,14.0,1.0,1278.0,7,29.0,402.0,12.0,41.0,70.0,496.0,31.0,130.0,47,7.0,6.0,48.881398468050115,2.390365028845136
17-60,Présidentielle,2022,1,2022-04-10,04,65,17,17,60,64.0,1488.0,1157.0,1161,12.0,4.0,1145.0,0,10.0,533.0,19.0,48.0,177.0,127.0,10.0,49.0,163,0.0,9.0,48.88069059130766,2.2868889417172764
11-48,Présidentielle,2022,1,2022-04-10,06,44,11,11,48,71.0,1753.0,1443.0,1443,18.0,4.0,1421.0,4,27.0,564.0,13.0,59.0,78.0,388.0,48.0,125.0,90,8.0,17.0,48.850318569865706,2.397651314348346
9-18,Présidentielle,2022,1,2022-04-10,01,36,09,09,18,75.0,1562.0,1287.0,1286,8.0,4.0,1274.0,3,19.0,527.0,14.0,53.0,83.0,326.0,32.0,126.0,71,6.0,14.0,48.87823186447229,2.3421711512191954
16-55,Présidentielle,2022,1,2022-04-10,04,63,16,16,55,77.0,1658.0,1325.0,1325,11.0,7.0,1307.0,1,5.0,610.0,15.0,74.0,274.0,85.0,10.0,48.0,172,4.0,9.0,48.8675533214795,2.273555798748213
10-5,Présidentielle,2022,1,2022-04-10,05,39,10,10,5,85.0,1339.0,1077.0,1076,8.0,0.0,1068.0,1,26.0,393.0,4.0,26.0,72.0,376.0,32.0,98.0,34,1.0,5.0,48.86953863170604,2.364984229998552
10-29,Présidentielle,2022,1,2022-04-10,05,37,10,10,29,82.0,1435.0,1172.0,1172,6.0,4.0,1162.0,0,13.0,469.0,6.0,44.0,71.0,341.0,27.0,122.0,57,9.0,3.0,48.88011351889655,2.351315389933202
17-57,Présidentielle,2022,1,2022-04-10,04,65,17,17,57,60.0,1524.0,1142.0,1143,13.0,1.0,1129.0,2,18.0,347.0,16.0,105.0,158.0,298.0,18.0,45.0,101,5.0,16.0,48.887399824492086,2.2909525594983107
14-46,Présidentielle,2022,1,2022-04-10,10,56,14,14,46,70.0,1376.0,1098.0,1098,13.0,1.0,1084.0,2,21.0,395.0,14.0,46.0,56.0,312.0,24.0,104.0,91,8.0,11.0,48.829373055753216,2.320532254563498
14-47,Présidentielle,2022,1,2022-04-10,10,56,14,14,47,38.0,1412.0,1037.0,1037,8.0,4.0,1025.0,4,17.0,340.0,16.0,75.0,77.0,307.0,19.0,61.0,86,12.0,11.0,48.830596591622445,2.3172910734344057
15-21,Présidentielle,2022,1,2022-04-10,12,59,15,15,21,73.0,1378.0,1149.0,1152,12.0,0.0,1140.0,0,14.0,514.0,9.0,56.0,174.0,122.0,11.0,48.0,183,2.0,7.0,48.850849844593924,2.298933253467157
6-12,Présidentielle,2022,1,2022-04-10,11,23,06,06,12,78.0,1158.0,964.0,964,8.0,2.0,954.0,4,5.0,503.0,21.0,29.0,96.0,98.0,16.0,43.0,125,4.0,10.0,48.848939312783784,2.330327190298868
5-11,Présidentielle,2022,1,2022-04-10,02,19,05,05,11,83.0,1578.0,1293.0,1293,16.0,2.0,1275.0,0,28.0,490.0,9.0,43.0,67.0,335.0,25.0,138.0,114,10.0,16.0,48.83891936426403,2.3450381645318674
13-48,Présidentielle,2022,1,2022-04-10,10,51,13,13,48,57.0,1787.0,1428.0,1428,15.0,8.0,1405.0,6,31.0,425.0,21.0,74.0,86.0,486.0,48.0,138.0,60,11.0,19.0,48.82376618413783,2.3493058256387185
16-19,Présidentielle,2022,1,2022-04-10,14,62,16,16,19,66.0,1367.0,1089.0,1090,10.0,8.0,1072.0,1,7.0,551.0,2.0,46.0,161.0,88.0,9.0,37.0,152,5.0,13.0,48.85427705135271,2.2729458021694566
10-33,Présidentielle,2022,1,2022-04-10,05,38,10,10,33,93.0,1471.0,1142.0,1142,11.0,3.0,1128.0,5,19.0,394.0,12.0,35.0,57.0,414.0,33.0,126.0,27,1.0,5.0,48.87523787164149,2.3552522169908636
13-24,Présidentielle,2022,1,2022-04-10,09,50,13,13,24,33.0,1485.0,1124.0,1124,17.0,8.0,1099.0,7,26.0,280.0,23.0,82.0,77.0,459.0,21.0,67.0,36,8.0,13.0,48.82389582942021,2.3721768271948998
17-68,Présidentielle,2022,1,2022-04-10,03,67,17,17,68,56.0,1406.0,1270.0,1269,13.0,6.0,1250.0,0,13.0,498.0,6.0,50.0,86.0,376.0,27.0,108.0,68,4.0,14.0,48.89028586508233,2.312616958454728
13-69,Présidentielle,2022,1,2022-04-10,10,51,13,13,69,66.0,1419.0,1141.0,1141,13.0,8.0,1120.0,5,21.0,364.0,8.0,55.0,74.0,397.0,36.0,87.0,55,11.0,7.0,48.825184083330484,2.359018456295396
12-5,Présidentielle,2022,1,2022-04-10,08,46,12,12,5,74.0,1480.0,1191.0,1191,15.0,4.0,1172.0,3,19.0,461.0,17.0,81.0,80.0,280.0,29.0,97.0,88,8.0,9.0,48.841650357500185,2.397660542858255
20-55,Présidentielle,2022,1,2022-04-10,08,80,20,20,55,23.0,1443.0,964.0,964,10.0,5.0,949.0,7,14.0,206.0,16.0,93.0,52.0,452.0,17.0,40.0,32,9.0,11.0,48.85090947849475,2.41398537458514
6-19,Présidentielle,2022,1,2022-04-10,11,23,06,06,19,83.0,1031.0,856.0,856,6.0,1.0,849.0,0,13.0,442.0,9.0,28.0,77.0,108.0,22.0,52.0,84,6.0,8.0,48.84546957174817,2.3308867977578043
17-59,Présidentielle,2022,1,2022-04-10,04,65,17,17,59,50.0,1531.0,1179.0,1179,11.0,7.0,1161.0,2,6.0,468.0,11.0,80.0,230.0,158.0,18.0,52.0,124,5.0,7.0,48.88094585688242,2.2832701451574797
17-21,Présidentielle,2022,1,2022-04-10,03,68,17,17,21,82.0,1545.0,1203.0,1203,11.0,3.0,1189.0,3,17.0,417.0,15.0,70.0,63.0,371.0,25.0,109.0,75,7.0,17.0,48.89519888730339,2.3223422977297012
12-38,Présidentielle,2022,1,2022-04-10,08,45,12,12,38,53.0,1571.0,1225.0,1225,17.0,6.0,1202.0,4,23.0,402.0,17.0,91.0,74.0,356.0,31.0,108.0,80,6.0,10.0,48.841356982291614,2.4075385924750328
9-3,Présidentielle,2022,1,2022-04-10,01,35,09,09,3,73.0,1500.0,1227.0,1226,15.0,3.0,1208.0,1,13.0,502.0,9.0,71.0,102.0,304.0,29.0,102.0,64,6.0,5.0,48.87489616547562,2.3418742189729933
9-8,Présidentielle,2022,1,2022-04-10,01,33,09,09,8,94.0,1441.0,1198.0,1198,9.0,2.0,1187.0,3,13.0,613.0,13.0,38.0,74.0,209.0,17.0,107.0,94,1.0,5.0,48.87958356630781,2.3309735096899833
18-19,Présidentielle,2022,1,2022-04-10,18,70,18,18,19,113.0,1841.0,1462.0,1461,14.0,4.0,1443.0,1,29.0,428.0,12.0,58.0,60.0,595.0,48.0,150.0,31,19.0,12.0,48.88802136622981,2.346849528021502
17-27,Présidentielle,2022,1,2022-04-10,03,68,17,17,27,48.0,1431.0,1005.0,1006,19.0,8.0,979.0,7,16.0,251.0,13.0,82.0,56.0,400.0,20.0,76.0,40,5.0,13.0,48.89370711299679,2.3176874520034634
19-41,Présidentielle,2022,1,2022-04-10,16,74,19,19,41,22.0,1495.0,1028.0,1028,18.0,2.0,1008.0,8,12.0,225.0,9.0,88.0,65.0,524.0,10.0,30.0,24,8.0,5.0,48.89517662969311,2.3770356511061848
20-38,Présidentielle,2022,1,2022-04-10,15,80,20,20,38,45.0,1476.0,1081.0,1081,2.0,6.0,1073.0,3,21.0,203.0,13.0,70.0,55.0,559.0,17.0,77.0,20,15.0,20.0,48.857284830696585,2.405927194091825
11-24,Présidentielle,2022,1,2022-04-10,07,42,11,11,24,107.0,1828.0,1341.0,1341,12.0,2.0,1327.0,1,18.0,526.0,10.0,44.0,51.0,436.0,33.0,154.0,43,6.0,5.0,48.86400771384241,2.37221574176859
16-53,Présidentielle,2022,1,2022-04-10,04,63,16,16,53,61.0,1488.0,1157.0,1157,6.0,4.0,1147.0,0,4.0,527.0,9.0,56.0,259.0,92.0,5.0,26.0,150,2.0,17.0,48.872059242247566,2.276693459840336
17-41,Présidentielle,2022,1,2022-04-10,04,66,17,17,41,99.0,1599.0,1305.0,1303,8.0,5.0,1290.0,1,6.0,608.0,13.0,58.0,261.0,106.0,13.0,51.0,146,1.0,26.0,48.88416257582846,2.296878361201877
10-19,Présidentielle,2022,1,2022-04-10,05,40,10,10,19,52.0,1235.0,941.0,941,5.0,5.0,931.0,2,21.0,263.0,10.0,56.0,70.0,371.0,20.0,67.0,38,7.0,6.0,48.87593919901745,2.362188108837981
20-22,Présidentielle,2022,1,2022-04-10,15,78,20,20,22,61.0,1607.0,1219.0,1221,10.0,4.0,1207.0,8,16.0,315.0,13.0,71.0,93.0,500.0,27.0,96.0,49,5.0,14.0,48.870091448451454,2.401216068626212
16-1,Présidentielle,2022,1,2022-04-10,14,62,16,16,1,113.0,1524.0,1247.0,1247,12.0,2.0,1233.0,2,3.0,565.0,10.0,58.0,248.0,70.0,10.0,40.0,215,0.0,12.0,48.863143648265314,2.274485995734181
9-26,Présidentielle,2022,1,2022-04-10,18,36,09,09,26,96.0,1536.0,1236.0,1236,8.0,3.0,1225.0,4,12.0,500.0,17.0,46.0,83.0,316.0,30.0,125.0,78,6.0,8.0,48.88117436951622,2.3453261864375197
12-44,Présidentielle,2022,1,2022-04-10,08,45,12,12,44,52.0,1480.0,1139.0,1139,22.0,2.0,1115.0,4,20.0,322.0,13.0,75.0,106.0,375.0,30.0,90.0,60,7.0,13.0,48.836249708395215,2.40990676273231
13-19,Présidentielle,2022,1,2022-04-10,09,50,13,13,19,32.0,1841.0,1333.0,1333,12.0,11.0,1310.0,6,29.0,456.0,10.0,91.0,79.0,488.0,24.0,53.0,57,5.0,12.0,48.82231582385739,2.3645001504201253
11-35,Présidentielle,2022,1,2022-04-10,06,42,11,11,35,77.0,1696.0,1353.0,1353,14.0,2.0,1337.0,2,20.0,467.0,15.0,63.0,74.0,445.0,39.0,157.0,42,7.0,6.0,48.86472004345908,2.3785133781071868
12-43,Présidentielle,2022,1,2022-04-10,08,45,12,12,43,38.0,1157.0,889.0,889,13.0,8.0,868.0,4,15.0,260.0,19.0,91.0,72.0,287.0,9.0,49.0,39,9.0,14.0,48.83352324684886,2.4067683188990223
15-43,Présidentielle,2022,1,2022-04-10,12,57,15,15,43,59.0,1377.0,1149.0,1151,11.0,2.0,1138.0,1,17.0,449.0,17.0,68.0,107.0,197.0,22.0,89.0,152,3.0,16.0,48.83620183381766,2.308262099951946
5-14,Présidentielle,2022,1,2022-04-10,02,18,05,05,14,88.0,1352.0,1113.0,1113,18.0,6.0,1089.0,3,26.0,385.0,15.0,61.0,67.0,329.0,28.0,93.0,74,5.0,3.0,48.84267680303196,2.3540782301559897
19-28,Présidentielle,2022,1,2022-04-10,16,75,19,19,28,177.0,1738.0,1378.0,1378,11.0,6.0,1361.0,4,24.0,387.0,16.0,46.0,64.0,586.0,30.0,134.0,58,6.0,6.0,48.88093261241505,2.3939770252781996
16-65,Présidentielle,2022,1,2022-04-10,04,64,16,16,65,60.0,1432.0,1115.0,1116,8.0,0.0,1108.0,1,8.0,542.0,6.0,60.0,215.0,92.0,10.0,41.0,126,2.0,5.0,48.86674583875008,2.2957166698030083
11-14,Présidentielle,2022,1,2022-04-10,07,43,11,11,14,88.0,1849.0,1485.0,1489,8.0,2.0,1479.0,9,12.0,529.0,18.0,59.0,78.0,508.0,41.0,147.0,63,5.0,10.0,48.857321902222154,2.3733681399080355
20-59,Présidentielle,2022,1,2022-04-10,06,79,20,20,59,79.0,1725.0,1395.0,1395,13.0,2.0,1380.0,9,32.0,359.0,14.0,64.0,67.0,597.0,36.0,131.0,47,6.0,18.0,48.85922760983899,2.399096346981652
10-10,Présidentielle,2022,1,2022-04-10,05,39,10,10,10,97.0,1418.0,1149.0,1150,10.0,5.0,1135.0,8,23.0,370.0,15.0,37.0,48.0,391.0,30.0,153.0,37,9.0,14.0,48.87156580608642,2.3643604014108006
20-19,Présidentielle,2022,1,2022-04-10,15,78,20,20,19,50.0,1507.0,1211.0,1211,13.0,6.0,1192.0,7,26.0,334.0,15.0,67.0,80.0,449.0,34.0,114.0,40,9.0,17.0,48.87367068140319,2.402261270916857
15-62,Présidentielle,2022,1,2022-04-10,13,57,15,15,62,69.0,1555.0,1276.0,1276,12.0,1.0,1263.0,2,20.0,504.0,22.0,84.0,118.0,212.0,32.0,116.0,139,2.0,12.0,48.83825265410368,2.2997785910536837
13-61,Présidentielle,2022,1,2022-04-10,09,52,13,13,61,62.0,1583.0,1326.0,1324,9.0,9.0,1306.0,4,25.0,421.0,12.0,51.0,80.0,433.0,44.0,129.0,82,10.0,15.0,48.83353206028309,2.347019326788085
16-35,Présidentielle,2022,1,2022-04-10,14,61,16,16,35,73.0,1233.0,1012.0,1012,9.0,2.0,1001.0,0,3.0,507.0,15.0,43.0,168.0,56.0,7.0,38.0,155,2.0,7.0,48.853041359686806,2.272142878724743
16-12,Présidentielle,2022,1,2022-04-10,14,62,16,16,12,81.0,1330.0,1079.0,1079,8.0,2.0,1069.0,0,6.0,541.0,10.0,70.0,186.0,71.0,4.0,32.0,140,1.0,8.0,48.85643273394723,2.276882622279649
14-11,Présidentielle,2022,1,2022-04-10,11,55,14,14,11,51.0,1432.0,1194.0,1194,12.0,3.0,1179.0,6,24.0,480.0,20.0,65.0,72.0,282.0,23.0,104.0,85,6.0,12.0,48.825934690852534,2.3236266044950544
15-47,Présidentielle,2022,1,2022-04-10,13,57,15,15,47,50.0,1658.0,1303.0,1303,10.0,6.0,1287.0,4,28.0,420.0,22.0,97.0,89.0,383.0,31.0,110.0,82,5.0,16.0,48.829705876305916,2.3039766197392386
13-38,Présidentielle,2022,1,2022-04-10,10,51,13,13,38,40.0,1445.0,1064.0,1064,13.0,4.0,1047.0,3,16.0,413.0,10.0,69.0,72.0,300.0,25.0,44.0,81,6.0,8.0,48.82035667613191,2.3605072557520206
14-21,Présidentielle,2022,1,2022-04-10,11,56,14,14,21,32.0,1444.0,1047.0,1047,8.0,9.0,1030.0,7,24.0,241.0,12.0,101.0,70.0,459.0,16.0,32.0,44,10.0,14.0,48.83347138255964,2.3129165280852737
12-13,Présidentielle,2022,1,2022-04-10,08,46,12,12,13,81.0,1490.0,1237.0,1238,10.0,4.0,1224.0,5,16.0,427.0,9.0,45.0,58.0,389.0,38.0,141.0,75,9.0,12.0,48.848484103192284,2.387441104225086
13-18,Présidentielle,2022,1,2022-04-10,09,50,13,13,18,22.0,1520.0,1122.0,1122,15.0,7.0,1100.0,8,33.0,261.0,15.0,91.0,69.0,489.0,27.0,46.0,44,8.0,9.0,48.8253121414411,2.366145511771737
19-59,Présidentielle,2022,1,2022-04-10,17,73,19,19,59,59.0,1576.0,1189.0,1189,11.0,20.0,1158.0,5,32.0,345.0,8.0,58.0,64.0,465.0,31.0,100.0,34,2.0,14.0,48.88393826198988,2.373274930657029
14-24,Présidentielle,2022,1,2022-04-10,11,56,14,14,24,75.0,1619.0,1251.0,1251,12.0,4.0,1235.0,1,19.0,498.0,9.0,54.0,71.0,329.0,43.0,129.0,64,10.0,8.0,48.83192653247228,2.3174727190221107
19-5,Présidentielle,2022,1,2022-04-10,16,76,19,19,5,56.0,1348.0,1021.0,1021,7.0,6.0,1008.0,1,12.0,354.0,9.0,44.0,73.0,357.0,25.0,87.0,35,6.0,5.0,48.88022341832237,2.379747282712506
19-50,Présidentielle,2022,1,2022-04-10,16,74,19,19,50,43.0,1235.0,954.0,954,13.0,7.0,934.0,2,21.0,217.0,4.0,46.0,37.0,506.0,15.0,54.0,18,8.0,6.0,48.89761530827116,2.3776883430765765
19-44,Présidentielle,2022,1,2022-04-10,16,74,19,19,44,17.0,1573.0,1016.0,1016,10.0,8.0,998.0,8,25.0,228.0,17.0,83.0,112.0,414.0,20.0,30.0,41,10.0,10.0,48.894146621853,2.3791462952490803
